"genes","TE.random","pval.random","tau2","I2","pval.Q","num_exp","qval.random","qval.Q"
"CERS3",-0.0433721796519615,0.705136210719523,0.0488943527739325,0.770268145614152,0.000580407980118661,6,0.915589547255154,0.00147622847736906
"LOC441666",0.379231236375772,0.147444666031009,0.326663648201226,0.915990497610064,1.1360464293459e-09,5,0.600692987267566,9.94896268632615e-09
"LINC00482",-0.118334194025379,0.323780695540948,0.0410334489917966,0.728704595244345,0.00526254489388829,5,0.747294209572122,0.0105772593014697
"LOC283887",0.0178537076465989,0.889561970926094,0.040314531273775,0.792804661759023,0.00801561781281345,3,0.97181150277587,0.0153828198353285
"LOC100130642",-0.0258466057943479,0.459453438723851,0.00146366148410021,0.386794935263564,0.195777624527377,3,0.820007691488081,0.247538347498796
"KIAA1107",0.00188568555601891,0.967820833853735,0.00848103240773285,0.548327421680057,0.030120542005961,8,0.993347226714981,0.0491623810700731
"BEAN1",0.0483075256013216,0.404890402222457,0.0111241020554582,0.654392773956442,0.0128983589828476,6,0.795027199638148,0.0233597588334457
"TMSB15B",-0.112052121944575,0.291778451439051,0.048109408718307,0.782230346276871,0.0010455662926874,5,0.72796442249908,0.00250460464095204
"MPV17L",0.0140992362898663,0.825239639825487,0.0154518363864021,0.594927819682526,0.0217689692210623,7,0.952794984450855,0.0369612892608424
"GAS5",-0.151457269197788,0.131118838007045,0.0486555923257265,0.870873755841314,2.70156162298407e-07,6,0.580398536945857,1.42752030831662e-06
"HYMAI",-0.0103306235768162,0.950829931886798,0.110765316528425,0.863524442195363,6.76416667291445e-06,5,0.988335083414197,2.63819995663445e-05
"LRRC32",0.0620172609024929,0.480036051691215,0.025632270976752,0.375772818892949,0.108219250101081,10,0.829525126712072,0.149123641966348
"C1orf204",-0.0495782277700881,0.344279774377289,0.0116566918341086,0.662831273474552,0.00414027090444004,8,0.759910082376992,0.00856709400612563
"RBMY1B",0.313979184464555,0.00506139652074555,0.0231904664983148,0.460785452587907,0.134880930766567,4,0.138863134288299,0.180242160986151
"NHP2",-0.060249776046741,0.449254970868938,0.0383306377870958,0.818362618642481,2.39349186719694e-06,8,0.816941112613421,1.02662716941974e-05
"MOB1A",0.0486278069411041,0.275640443636027,0.00715726668563694,0.57424157710575,0.0213770206148243,8,0.716950097488652,0.0363751587822742
"SCAF8",-0.0124036025079774,0.856085207170683,0.0247701114382454,0.869573642805935,2.95652221105746e-08,7,0.960949447661573,1.9247709494383e-07
"C3orf71",-0.00204062900523585,0.984260869462904,0.0299313863810553,0.674358055864753,0.0265941421105634,4,0.996682116128019,0.0440684661196129
"VARS2",-0.0184545156033658,0.835787020542821,0.0477403026268319,0.835447927984827,4.09257181181622e-07,8,0.95586972854614,2.08535332848342e-06
"C9orf57",-0.000490941619483596,0.987977074951608,0.00250394609247087,0.241751030462027,0.244549090997079,7,0.99751776099093,0.299717358452023
"EMX2OS",0.0711248040243325,0.425461631973383,0.0308769670538737,0.75999950523463,0.00087095526268494,6,0.805122830714156,0.00213032619858065
"TATDN3",0.052839789839904,0.228642404062764,0.00548415562564702,0.393032899222342,0.1295698579769,7,0.678918661811501,0.174206294979586
"BPIFA3",-0.00975016586034759,0.858549066097613,0.00635481089186139,0.412134580863531,0.146599835328599,5,0.961439467056724,0.193543870149007
"SLC9A7P1",0.172619169464307,0.575593638197261,0.255492788496759,0.941968986095679,3.28220633606219e-08,3,0.868339130168531,2.11907391678278e-07
"FOLH1B",0.0090497605899035,0.744469040394347,0,0.0856560529609079,0.361423190888591,6,0.928615700624339,0.416888527349478
"PIEZO2",0.0745097161288069,0.539111198795359,0.0834096904456534,0.873792236006257,1.45954774490802e-08,7,0.852817570989862,1.0186435765518e-07
"FAM73A",0.117397163546324,0.237466201060474,0.0393318269890645,0.675207725858239,0.00880338978256847,6,0.686447338495016,0.01669150375513
"LOC100129461",0.0417818882902913,0.636407058342079,0.0178613182480345,0.79035531966931,0.00848058748209407,3,0.891557226779513,0.0161543608227131
"PSMG4",-0.076357114429189,0.00502282295696194,5.65651628172457e-06,0.301704643411131,0.208989404787927,6,0.138182040459089,0.261705889309094
"TPSAB1",-0.198418620544909,0.339869333718238,0.208563815584041,0.787175942310368,8.64417371047186e-05,7,0.758559427809429,0.000263430566013079
"LOC100506459",-0.0797393662667486,0.382747986659261,0.0131069822013261,0.530014836351057,0.119107749235359,3,0.782921634093089,0.162127653923921
"CENPW",0.144471172598821,0.0241921359298892,0.0107265246245122,0.370613554871347,0.145741893369305,7,0.296888943835421,0.192600901644368
"ZFAND4",0.0443804113084594,0.563957737699232,0.0286403439482497,0.871488816652413,2.47928642620317e-07,6,0.86365750132208,1.31699127267732e-06
"KIAA1024",0.02748131738607,0.552817654665181,0.00702882873160095,0.617169826066151,0.0156225282114612,7,0.858082517669114,0.0276845198793922
"OR7E14P",0.0857804754127197,0.0515751797632429,0.00583018067640597,0.42604634550639,0.10679666449769,7,0.412721181475211,0.1474416753286
"PRR25",0.187562219954547,0.0574603731503717,3.25954906815281e-06,0.0632839473237258,0.343846696379694,3,0.431775391664422,0.399537143303452
"SLC25A30",0.0403910735743864,0.351367777540393,0.006500745392244,0.443960251792187,0.0827776399216238,8,0.76483673481749,0.11833014091652
"OMA1",-0.10556955127109,0.1195584199227,0.0237676566499646,0.655841407194518,0.00488128656569597,8,0.561533969179415,0.00990336368739881
"LOC152578",-0.037385747669752,0.441458287255033,0.00271914569378351,0.411940984598392,0.182590452573777,3,0.8131533725039,0.233124826652247
"OR6B2",-0.0849635751000916,0.0318556894161559,0,0,0.973074747711109,3,0.338802273058216,0.977653636962852
"LOC113230",-0.0811284206820881,0.570622058476651,0.0391631458080754,0.63078254693365,0.0666412841169734,3,0.865849724879197,0.0981296467433761
"LOC646014",-0.159838201589192,0.00153281782851614,0,0,0.931772250512602,3,0.0671572687227611,0.94180431873136
"KPNA7",0.148246817180748,0.00893926335771723,2.0067738509469e-08,0.361470272122847,0.195270386720477,4,0.188200355175954,0.246987607884925
"HCAR3",0.148690585420834,0.264475646586614,0.0922253501714511,0.664240426484285,0.00400135843518878,8,0.707361944785887,0.00831602850941508
"CTU2",0.00421721383717619,0.950770443401847,0.0217066390194722,0.766883140783089,0.000249084135964045,7,0.988335083414197,0.000685876848710855
"COPG2",0.0956043282624739,0.246888258730917,0.0423605736745976,0.773132847578095,6.61193985724938e-05,8,0.692233935897831,0.000206667020256323
"CTIF",-0.0849012357756774,0.0223147817430685,0.00282403471689723,0.452655824227831,0.0895572410071675,7,0.286376988890965,0.126670626907019
"LOC283693",-0.00502511757880303,0.943298899319745,0.0107339561723921,0.680748341812492,0.0436162646443302,3,0.986342746000267,0.0680019138658323
"LOC340508",0.390904372574447,0.244062072914884,0.306426130489507,0.952672418056304,6.66268781712408e-10,3,0.691217940276723,6.09596772710476e-09
"KCNQ1OT1",-0.350707790108509,0.0371240286900265,0.106079792465671,0.813122550531112,0.000263245388114738,5,0.362107092822851,0.000720267802114344
"AFMID",-0.129214785943598,0.000502249678897334,0.00329252779445137,0.223012774344869,0.251999270816325,8,0.0331086830676393,0.307349429126755
"PMS2L2",-0.158562170058759,0.00420758696866076,0.00854822585676812,0.443524776388074,0.0953472092236456,7,0.124507944305298,0.133620090408897
"VSIG8",-0.0774325016625047,0.813505978231446,0.253798167285178,0.864105524635587,0.000637057350255301,3,0.949660467781412,0.00160625798825474
"GRID2IP",-0.055320181444266,0.0818306086426363,0,0,0.617144935749061,3,0.494585464167332,0.660655597871044
"KIAA0509",0.0569719022257682,0.572291269131629,0.0303996431979406,0.724649130820013,0.0123063363311834,4,0.866445246632707,0.0224154444105739
"OR5A2",0.0459679340664391,0.46560088157091,0.00363730142758365,0,0.446922371610747,3,0.822305179474235,0.500227132114144
"CERS4",-0.0705234252282495,0.0285571516903582,7.07489797429576e-07,0.398103594079968,0.125985141323177,7,0.321061695635262,0.170135648981545
"SSC5D",-0.0221205366221815,0.878229032398068,0.0730324178703197,0.689120352086268,0.00660996868107668,6,0.968718827454787,0.0129570248678402
"ZIM2",0.0231952627964999,0.947776447930339,0.503545628637072,0.938823200108281,2.13558117585964e-13,5,0.987504681074512,3.93622360809515e-12
"MZB1",0.373204168431701,0.0156564866861566,0.0859544705339818,0.593922355924532,0.0220765647002872,7,0.246928125566879,0.0374413943851982
"ERV3-1",0.0648726319449006,0.687321019849717,0.10273103619635,0.856807700396294,1.28602645096135e-05,5,0.908707011119191,4.71764637104219e-05
"ENO4",-0.112620786103808,0.0323113990643738,0,0,0.922292490071923,3,0.341251143193126,0.933121604728699
"C9orf139",-0.077999527500434,0.363514077546346,0.00890011580890073,0,0.397364523211063,4,0.77077437740329,0.452205738008269
"OR7E37P",-0.000925237815068554,0.991562413640712,0.0226298034998431,0.713500901721564,0.00741846583761328,5,0.997888427244419,0.0143555762964466
"LINC00317",0.0286041427227064,0.82424737516696,0.039601441399565,0.65817372320871,0.0324165178929353,4,0.952561020292822,0.0524732188663435
"EXOC6B",-0.0235802299975101,0.70242943924529,0.0265986238203056,0.857629497299346,2.58878649472221e-09,9,0.914691299742308,2.10955563586844e-08
"PCDH19",0.0754935383349959,0.336468151452678,0.0309914647488188,0.713800395031795,0.00186183903823319,7,0.756339704683745,0.00419622517285868
"GRB7",-0.102791644367343,0.166233530149664,0.0404901447276674,0.803037268150881,6.86329430208875e-07,10,0.621584174144646,3.31911608792334e-06
"FAM13A-AS1",-0.0756317126209591,0.238742148640227,0.00585875253432518,0.199620105726392,0.287541088284055,5,0.687222446203124,0.343747093302418
"PCDHAC2",-0.0190522068458406,0.664831404119314,0.00645327224403024,0.456527138863589,0.0750834742933651,8,0.902565118567786,0.108859983431045
"PCDHGA12",-0.0670891311308952,0.339220149081675,0.0172009530625581,0.673005133262773,0.0054169142277121,7,0.75810834632427,0.0108513691109274
"IQSEC2",0.0611365676393559,0.379840528665426,0.0284831053276848,0.786940468025386,2.81788456803616e-05,8,0.781585269667642,9.55680362285752e-05
"SNORD15A",-0.339693892045421,0.485530623349224,0.371708063760614,0.498628730288283,0.136077606079887,3,0.832579768979867,0.181640077559581
"DCAF4L1",-0.0365294472176005,0.288880069664457,0.00259888252727773,0.401732374495277,0.137604438826893,6,0.726049638694155,0.18339403941758
"LOC283038",-0.138466094033326,0.259391590948636,0.0475258119714307,0.837337032340827,0.000356350492621541,4,0.703675840196972,0.000946775502200189
"EVPLL",-0.085976188827891,0.468366619174584,0.0493260396561781,0.7823820107786,0.00103954833774996,5,0.823552447153381,0.0024926637591824
"OOEP",0.0838704325093935,0.442208375618491,0.0656574787200914,0.747331529734268,0.000248738065682317,8,0.813597642908984,0.000685080286611559
"ZNF676",0.11674546325779,0.391269287591631,0.0618780408006149,0.817115695568641,0.000212551346850306,5,0.787592827167841,0.000594852841370761
"RSG1",0.0916953433383318,0.000313364502037319,4.49310938545686e-07,0,0.628695520424724,7,0.0247076645119425,0.671352430790799
"NME9",0.0450670242831052,0.413056778735939,0.012014302515991,0.678480152079349,0.0082495774540418,6,0.800146198359053,0.015771518422826
"LOC728613",-0.0921723980481193,0.544778432400705,0.0687452101004673,0.723874670575029,0.0124808426769611,4,0.85466345266479,0.0226977425295081
"ISX",0.0251779346539228,0.672343657595151,0.0116692408479313,0.555496838408121,0.0466693447890264,6,0.904213992026172,0.0721142104345357
"RPS8",0.0213076396562346,0.734185552092842,0.0226431298654172,0.790865886764888,2.16252323370807e-05,8,0.925673851136288,7.53867910123893e-05
"ND2",-0.268642057158051,0.0108624905958489,0.0360764874693482,0.715677650682722,0.00707949056897319,5,0.207669818229831,0.0137725261214011
"OR4K2",0.0651623356671536,0.0832308536334328,0,0,0.534248746907175,3,0.495676793449692,0.582775093436541
"MIA",-0.0429095105537321,0.269498074594025,0.0011812934639634,0.148156114347173,0.306684014245978,10,0.711423001590694,0.362891869137455
"WRAP73",-0.0505438156915347,0.534699651134785,0.0309932272452561,0.778493293580455,0.000139459630536246,7,0.851259457221713,0.000405781778334299
"LOC441242",-0.0470174515138141,0.444191028616434,0.0130126661251052,0.750996226699722,0.00293445885573875,5,0.813804916654925,0.0063082955294744
"PITHD1",0.073080019183314,0.305245417455663,0.0207967389418929,0.835502664430893,1.23262261459896e-05,6,0.73653927262254,4.54801740670272e-05
"CEP41",-0.0236690033158569,0.481738629299887,1.75927340756892e-07,0.420254780288052,0.110689366682555,7,0.830337244361406,0.152110403255112
"PTPN20B",0.0260144894538456,0.612091180019192,0.0055213565140037,0.500726725222484,0.0911525706048302,5,0.881930361321173,0.128610413507762
"KRTAP1-3",0.0124420423419571,0.771924582141408,0.00432648074824482,0.466068520514159,0.0813107122435095,7,0.935937705076926,0.116592390009459
"ZC3H12D",0.11697687703556,0.421149445267714,0.116562490249666,0.814954214619529,1.35280667573106e-05,7,0.803271189588171,4.93560663320177e-05
"SMG8",-0.063473078901999,0.000884152523102893,2.54790594245967e-06,0.480000434384577,0.0730933538493301,7,0.0484167518244882,0.10637091189594
"PRTG",-0.0133535346008399,0.879257825244448,0.0255625503218489,0.694057619099207,0.00324633940680125,7,0.968817263601337,0.00690448085929952
"LOC440335",0.0259478435852084,0.890532013385907,0.0697556304835382,0.624566470893175,0.0696977423331133,3,0.97199121859135,0.10214252072504
"A1BG-AS1",0.0269126368566258,0.710809251828865,0.0171435328239307,0.59724906962876,0.029527645411673,6,0.917095979618985,0.0482992203964362
"TSPO2",0.204428443606485,0.302916511796729,0.181840892985623,0.884307496807066,3.33755195649996e-08,6,0.735074717101279,2.15307796937098e-07
"SDR39U1",-0.176608756206512,0.0187677736552981,0.0400729192326559,0.84252559716248,2.86500799101339e-08,9,0.267126781689557,1.87328042816206e-07
"SPHKAP",-0.0205794649011116,0.603987733792951,0.00391659219155646,0.344360271097279,0.15336109108781,8,0.878500768158847,0.201083802221379
"LOC100130078",0.0720832041745585,0.437786953010499,0.0249984953825385,0.772462472891539,0.00425386091889631,4,0.811714405098142,0.00878255197588664
"LINC00176",-0.12638481268885,0.338673727759474,0.0541991262253623,0.770960862081883,0.00156996952819973,5,0.757713374411427,0.00360405849732397
"LOC284926",-0.124136818139439,0.0295324258958409,0,0,0.673582330488764,3,0.325950978768963,0.712442281693148
"FLJ16734",-0.147718435245203,0.0250414248538024,0,0,0.828070007115995,3,0.302238347897794,0.850344544017349
"CUX2",0.0255801933781212,0.647338785344919,0.0138530101136986,0.657470036320498,0.00470074633390053,8,0.896554620652354,0.00958705890093137
"PALM2",0.0842774707547258,0.567373051372543,0.154008430977293,0.89053079454353,2.44959477887712e-11,8,0.864867635078234,2.98259038006717e-10
"SP3P",0.060260004522773,0.147965830802946,0.0043632031106983,0.449335447209977,0.10591786631935,6,0.601326506080496,0.146454258736143
"FAM205B",-0.00802052767432892,0.848503876805856,0.00434171719229651,0.633551062743829,0.0423071131404812,4,0.959463052588451,0.066191798115582
"LOC284242",-0.0100870484194423,0.831718045240317,0.003362349231324,0.313943055034637,0.223919357871566,4,0.954996454233824,0.277792181579971
"FAM170B",0.0665088407881848,0.0345137518744826,0,0,0.596211668587318,5,0.350763812753008,0.641176685001392
"LOC284513",-0.101744408888079,0.271702672309304,0.0153834590223014,0.623976486344983,0.0699896322585268,3,0.714097209167177,0.102496214667079
"SLC9B1",0.0208909248394482,0.885468921355797,0.0641970596303694,0.912021688942889,1.88781340235934e-07,4,0.970777184189318,1.02954959219538e-06
"LOC151174",-0.203607014185703,0.26775283663155,0.105769296657955,0.810263108660353,0.00123955997667076,4,0.709740606756027,0.00292059214425151
"METTL17",-0.115478629752319,0.237136943172322,0.0574965248248431,0.898835610399753,6.21658643653985e-11,7,0.686266406131536,6.9599805547284e-10
"MS4A4E",0.151334622526884,0.416620396966813,0.0773117478013843,0.81262734145506,0.00481048219257174,3,0.801317957771704,0.00977862531470034
"OTUD1",-0.0785623201788008,0.263337525784214,0.0195718227200322,0.652963916047971,0.00521230969475919,8,0.706327780722503,0.0104885234366518
"ARID2",-0.0801378845992607,0.383800273390739,0.0574167877486293,0.850649854901068,5.91830340050104e-08,8,0.783860969053555,3.61221619387525e-07
"LOC646736",-0.0226084655887263,0.67278566060283,0.00572808140853874,0.647403692734176,0.0586537026532366,3,0.904213992026172,0.0879022227414522
"AMY1C",0.217181086036827,0.0169013191203344,0,0,0.754550040723404,5,0.254702140172585,0.785749442467675
"RRNAD1",-0.0905956758885245,0.0022563499895816,0,0,0.669324131310349,6,0.0873819521647436,0.708590755424519
"C3orf80",-0.00210493494317227,0.971670504518672,0.00502000704463621,0.135992352752944,0.327456928641,5,0.994546940770066,0.383225031452437
"PROSER1",-0.0181518126425168,0.849449332727635,0.0502503763284591,0.846040199872375,7.25120406735096e-07,7,0.959774136947574,3.48853041940133e-06
"TMX2",-0.0751198497530874,0.0919774762449815,0.00910699791095679,0.771130942381817,7.413613217177e-05,8,0.51468197467888,0.000229142001141211
"IGFBPL1",-0.0547542198527627,0.283641205572781,0.00953187360745659,0.537336524430347,0.0343712454108397,8,0.723481485025318,0.0552187400470988
"HIST1H2BL",-0.0782665119603866,0.234086241574687,0.0180839230055981,0.622840780864553,0.00968407498242478,8,0.684224874422767,0.0181473923961913
"FLJ22447",0.0432879797195004,0.856046966618278,0.123571868765005,0.900891553473326,4.14941806713042e-05,3,0.960949447661573,0.000135544286089434
"TBC1D3",-0.170030261248349,0.456830638302981,0.13622484164319,0.898278313279658,5.37726619261252e-05,3,0.818904470783069,0.000170977127025622
"POTEF",-0.216275446905777,0.419499658527468,0.186560358337968,0.798302779975692,0.00192775236297626,4,0.802369010589125,0.00433546618768906
"ODZ4",0.0744782923076051,0.0294071294316414,0,0,0.7454784121962,4,0.325760244167682,0.777477204593141
"SPIRE2",-0.0921713026945151,0.0990801691478457,0.00689559381550905,0.38051146152806,0.138540653146751,7,0.527004548978135,0.184448203204484
"KIAA1751",-0.115982846818213,0.206645321637067,0.0446901214854683,0.754710788121679,0.000429509157877036,7,0.660186927322235,0.00112017808367736
"HOMEZ",-0.00534233295189523,0.810710514814991,3.37703949905848e-06,0.582706726442181,0.0189076588646359,8,0.948364043541157,0.0327389899115165
"DMRTA2",0.00507847127076926,0.923830398088961,0.00618609731008827,0.624527845719856,0.0205860798658529,6,0.981419902909121,0.0352396058680964
"OR2T6",-0.0985318596800629,0.0393538083596985,0,0,0.998241158878364,4,0.371561113853087,0.998613667810693
"MAGEA6",-0.0116999628116936,0.667264088960998,0,0.526655045250822,0.0484840629063693,7,0.90330563386459,0.0745839700167031
"LOC100133315",-0.271816373069297,0.0980195646104314,0.0902457096614887,0.855495598660761,0.000118040901585314,4,0.525058719931774,0.000349273096952278
"SYCE2",0.0278572760487857,0.529541176963868,0.00246246945628776,0.230322924363189,0.260880681509645,6,0.849639757550341,0.316581239451927
"LOC100128361",-0.0556704172090769,0.644976277108257,0.0323529029711951,0.787979684615399,0.00894617546931675,3,0.895791306135411,0.0169196813943878
"FAM196B",0.497320844193044,0.237208894068744,0.325864151587348,0.804231807514131,0.00604767062892522,3,0.686373430978368,0.0119899302423073
"SFTPA2",0.906369285479792,0.180343023762568,1.02335514699388,0.760775936732174,0.0152957313714769,3,0.636596362007239,0.0271772671625026
"LOC100129069",-0.0424099032094137,0.466717967981814,0.00381317966287848,0.283566585117176,0.247634075140459,3,0.822986529436812,0.30291357386503
"DNA2",-0.00966800007015961,0.875251980266503,0.0225766550102423,0.730662879862853,0.000238552614349155,9,0.967497870142012,0.000659889810410693
"LOC286068",-0.0166223987615376,0.876840545259069,0.021685160083845,0.587904149283591,0.0883349076581815,3,0.967995050810595,0.125117783084945
"LOC285000",0.0351762411092316,0.590069173709205,0.00965845522974482,0.756825813224866,0.0163704306263453,3,0.874537683769395,0.0288509408124056
"ZNF630",-0.0882651346708178,0.290548937394471,0.0415131157604412,0.813833813507902,1.47464909054496e-05,7,0.726766916383363,5.33976566225098e-05
"RAB40AL",0.0213594566891172,0.640830902090572,0.00532305891491874,0.49104812520734,0.0668465057861115,7,0.893873340737656,0.0983838007138115
"APOPT1",-0.144375044960842,0.000116295372457759,0.00378332300991148,0.580478694390666,0.0359239240372283,6,0.0129223601818921,0.0574301958154126
"TRIM43",-0.057762029257532,0.612499984452371,0.0203666942921797,0.272855242957728,0.248204127734452,4,0.882203278901699,0.303426276340146
"MUC5AC",0.24217734581518,0.277628735135522,0.295148394935935,0.758960066448845,0.000142227258775299,8,0.718530516378774,0.000413037683253688
"BPIFB1",0.580491987470992,0.003568161892265,9.95912212797717e-08,0,0.737573564610489,6,0.114490052915916,0.77061366590481
"SPG20OS",0.0187918110208671,0.671431982501744,0.00262667323509998,0.449899815699494,0.162374368892448,3,0.904199566969166,0.211146189407572
"LOC645485",0.0122146009138225,0.758781215620458,0.00323391461322572,0.565167200383122,0.0751808424831411,4,0.933560142237368,0.108988054232455
"LOC100129917",-0.0613505007343864,0.17480749572522,0.00404865725054495,0.37675204577081,0.170031489705108,5,0.631655762121265,0.219506113334857
"ISPD",0.0210871024774687,0.804823618654604,0.0188604347104583,0.751212964756563,0.00718540673805281,4,0.945788293180051,0.0139560705497505
"AQP7P1",-0.106888556166171,0.011175968156265,0,0,0.905580951315619,3,0.210417390956499,0.918872554983259
"TMEM82",-0.325340688984843,0.193840210297127,0.139139100426794,0.731429203881353,0.0241513977309537,3,0.649709510276282,0.0404906381109527
"ARPC4",0.067134926216701,0.172889141520414,0.0131428367193767,0.700491512562222,0.000430339100674799,10,0.628716963055146,0.00112210001966723
"CMAHP",0.10304628803395,0.0221706976415808,3.20551636859282e-06,0.447449678431031,0.107127580320414,6,0.286049423528567,0.14783887950527
"LOC729173",0.0941672958832185,0.362284536181412,0.0301181859561984,0.737512655015323,0.00961798040278441,4,0.769778864328395,0.0180347410568104
"MUC5B",0.239460275335161,0.137728652188319,0.169223609761275,0.757006777568068,6.35941735705903e-05,9,0.589822795278669,0.000199653432106393
"LINC00472",-0.22130222827118,0.0326259732404053,0.0280455360718163,0.557188341016042,0.0602753247108765,5,0.342800322665783,0.0900639598253123
"CPT1B",-0.16399768741695,0.306290132034753,0.088023972559087,0.799013852059229,0.000522173978219627,5,0.736922817670771,0.00134154952321424
"RAB7B",0.199627894452999,0.000101388397721073,0.00146993236620132,0.303604860383814,0.196365907811476,7,0.0119854446838497,0.248178117221974
"LINC00260",-0.0533252261841761,0.555314029397975,0.0173533764104936,0.563782329419085,0.0759131713720746,4,0.858791338349328,0.10986486027797
"STL",-0.0402616676095217,0.288453071666647,0.00236227949432213,0.547615317019315,0.109644925239139,3,0.725543261974565,0.150846958501722
"KIAA1370",-0.149916105405516,0.539162876980109,0.221353338646587,0.880916799684929,1.4073858561848e-05,4,0.852817570989862,5.11616672475074e-05
"PDIA3",0.00516564111498071,0.96908797190722,0.158076025215306,0.882556288361151,7.51778660484074e-13,10,0.993807409255903,1.24319148331044e-11
"C20orf194",-0.0509865072367639,0.532686385435001,0.0319331565904491,0.851634440935828,3.73131066425844e-07,7,0.85085232846013,1.9150251520222e-06
"ASMTL",-0.125920243480893,0.0211866528096477,0.0132690773139182,0.73334026184227,0.000982216879090716,7,0.280681417019773,0.00236955770841133
"KIAA1958",0.068326067894519,0.31321292375316,0.0227466450898687,0.694399481860379,0.00321739086436874,7,0.741582861165077,0.00685318172372425
"ITIH6",-0.0297448085213234,0.652978965361068,0.00880128132360325,0.507134764104086,0.107460086923177,4,0.898530437109412,0.148199074869393
"ANKRD18B",-0.00380093743587213,0.963887997629556,0.01370509537575,0.316855202095154,0.210220343890557,5,0.992195938614746,0.263042539002566
"DPY19L2P3",0.0879294043221013,0.549765559752814,0.0915094880050498,0.892907638141541,1.52500856594338e-07,5,0.856866828406997,8.46614856661664e-07
"AMZ1",-0.05388673292823,0.615274163597876,0.0373023663439117,0.598717494632102,0.0206328773700579,7,0.883122155723442,0.0353052881386353
"FBXO47",-0.0717160839047493,0.0834458801645884,0,0,0.55854637729132,3,0.496001316963362,0.605882944200507
"LOC150005",0.038949346146344,0.68412305887481,0.0209087219937292,0.769322564094065,0.0131011178179461,3,0.907595678222712,0.0236825256307474
"TYRO3P",0.0478705587054521,0.411640586628921,0.00670035407287244,0.600813835629498,0.0571668717742398,4,0.799145533762901,0.0860266397615595
"IPP",0.00937470422164208,0.899768924994323,0.0386330662432483,0.860511971503735,1.53684726342151e-09,9,0.974138069835005,1.3134790621527e-08
"DHFR",0.161080718182056,0.0643176560128752,0.0575881087140861,0.808223434190866,1.53149172562937e-06,9,0.45095633338819,6.86425800933677e-06
"C5orf63",0.0491613102541971,0.290501382948857,1.46392446053034e-06,0.372947998871392,0.172572123144359,5,0.726766916383363,0.222298324351519
"NDNF",0.041844861085002,0.741934722353792,0.0798568886672727,0.81607726803959,1.23938993379867e-05,7,0.92801505421487,4.57019118642221e-05
"GHRLOS",-0.0196670407408338,0.658498984625558,0.0007750498406282,0.0525120577308603,0.383005340960343,6,0.901140027639749,0.438574744250128
"C7orf57",-0.0652345159878443,0.395553139328717,0.0146093765048023,0.268244697265751,0.214527826202033,8,0.789927370245613,0.267772293083281
"IFITM5",-0.080607140489461,0.0792932655540029,7.65449807661243e-06,0.483989208692091,0.121027482124391,4,0.487563574731151,0.164305090097636
"EXOC3L4",-0.243955854172811,0.0312959620196081,0.0366383614198909,0.799115593973923,0.000519788027855395,5,0.335855606900467,0.00133613101939773
"LOC286083",0.0531816517755875,0.0643547894018706,0,0,0.592291693840229,4,0.45095633338819,0.637444093910394
"AKAP17A",-0.116206577052681,0.066987764994561,0.0161461433030706,0.76782346851233,0.000641513137610331,6,0.459527495347773,0.00161664794977277
"FLJ46875",-0.109995297414935,0.0826025546716873,0,0,0.506867768153882,3,0.495676793449692,0.556935906833442
"LOC100507507",0.100534523041351,0.425278073156767,0.0332298538327401,0.721509921323609,0.0275764759103109,3,0.805122830714156,0.045533645927188
"TAAR3",0.0164315526461762,0.770484641080957,0.00870792729262898,0.569861912679909,0.0540377416775063,5,0.935697379829056,0.08191559395911
"OR2A7",-0.0826270959503348,0.00653075968691078,0,0,0.485575201693914,4,0.157674046529777,0.537135981443724
"CLMP",0.256119619277259,5.89574933093149e-06,0.00199945857316976,0.212639555486876,0.273606702134282,6,0.001693413620326,0.329406631855979
"MTMR7",0.011543591311326,0.735547796621187,0.00373550842663086,0.472709398259658,0.0656756552479793,8,0.925999174458491,0.096905846282177
"SLC45A1",0.00900622817717039,0.792337430300492,0.00272532078554487,0.240933790569905,0.237117730075069,8,0.941465300832082,0.29197404682664
"KIAA0408",-0.283134060835806,0.00489066333455017,0.0464605585233087,0.771252174566558,7.36286620444215e-05,8,0.136589851575766,0.000227748555018687
"KIAA1654",0.104055326184044,0.0971423227369056,0.00785790927228139,0.575581182609622,0.0513187016875886,5,0.523509676272799,0.0783451224763636
"FNDC1",-0.0368750873620291,0.749981683025265,0.047674008726281,0.500452609084665,0.0509562060132385,8,0.930994446714888,0.0778656268592948
"FAM108C1",-0.229737615056272,0.37206844048463,0.239469705848485,0.89386334193409,3.19467063652049e-06,4,0.776830682052231,1.33630059721446e-05
"LOC728099",0.00995461948283085,0.924220179476322,0.0292227648314024,0.88051480560919,0.000231892245207506,3,0.981549235398297,0.000643161765734165
"CFLAR-AS1",0.124958639000251,0.349317177141045,0.0684956347147448,0.936108344299858,8.2134567234797e-13,5,0.763742020104252,1.35174672829055e-11
"C9orf69",0.100290980764119,0.474776680215727,0.0932682001775558,0.843050928641851,6.34011278465248e-06,6,0.827084763185566,2.4872829456148e-05
"ZNF728",0.501270380091733,0.216778931588982,0.682337232024698,0.945628483081237,4.00160591614037e-15,5,0.668854367537193,1.00152226077509e-13
"ALG1L2",0.0809265875738497,0.366617566497576,0.00608890476050754,0,0.414439382706692,3,0.773688420772727,0.468521178266533
"MICAL1",-0.0327322142556867,0.592824239647765,0.0163862564186734,0.614367824922905,0.00785610623026248,9,0.874772016531045,0.0151163788992378
